id,path,w2v_path,title,year,genres
13,/kaggle/input/2024-dl-final/train/13.jpg,/kaggle/input/2024-dl-final/train_w2v/13.npy,Forrest Gump,1994,"['Comedy', 'Drama', 'Romance']"
55,/kaggle/input/2024-dl-final/train/55.jpg,/kaggle/input/2024-dl-final/train_w2v/55.npy,Amores Perros,2000,"['Drama', 'Thriller']"
64,/kaggle/input/2024-dl-final/train/64.jpg,/kaggle/input/2024-dl-final/train_w2v/64.npy,Talk to Her,2002,"['Drama', 'Romance']"
80,/kaggle/input/2024-dl-final/train/80.jpg,/kaggle/input/2024-dl-final/train_w2v/80.npy,Before Sunset,2004,"['Drama', 'Romance']"
86,/kaggle/input/2024-dl-final/train/86.jpg,/kaggle/input/2024-dl-final/train_w2v/86.npy,The Elementary Particles,2006,"['Drama', 'Romance']"
99,/kaggle/input/2024-dl-final/train/99.jpg,/kaggle/input/2024-dl-final/train_w2v/99.npy,All About My Mother,1999,"['Comedy', 'Drama']"
102,/kaggle/input/2024-dl-final/train/102.jpg,/kaggle/input/2024-dl-final/train_w2v/102.npy,Open Hearts,2002,"['Drama', 'Romance']"
112,/kaggle/input/2024-dl-final/train/112.jpg,/kaggle/input/2024-dl-final/train_w2v/112.npy,Italian for Beginners,2000,"['Comedy', 'Drama', 'Romance']"
113,/kaggle/input/2024-dl-final/train/113.jpg,/kaggle/input/2024-dl-final/train_w2v/113.npy,"Spring, Summer, Fall, Winter... and Spring",2003,['Drama']
124,/kaggle/input/2024-dl-final/train/124.jpg,/kaggle/input/2024-dl-final/train_w2v/124.npy,No End,1985,['Drama']
125,/kaggle/input/2024-dl-final/train/125.jpg,/kaggle/input/2024-dl-final/train_w2v/125.npy,Railway Station,1980,['Documentary']
127,/kaggle/input/2024-dl-final/train/127.jpg,/kaggle/input/2024-dl-final/train_w2v/127.npy,Blind Chance,1987,['Drama']
133,/kaggle/input/2024-dl-final/train/133.jpg,/kaggle/input/2024-dl-final/train_w2v/133.npy,Primary,1960,['Documentary']
148,/kaggle/input/2024-dl-final/train/148.jpg,/kaggle/input/2024-dl-final/train_w2v/148.npy,The Secret Life of Words,2005,"['Romance', 'Drama']"
159,/kaggle/input/2024-dl-final/train/159.jpg,/kaggle/input/2024-dl-final/train_w2v/159.npy,Maybe... Maybe Not,1994,"['Comedy', 'Drama']"
160,/kaggle/input/2024-dl-final/train/160.jpg,/kaggle/input/2024-dl-final/train_w2v/160.npy,The Arrival of a Train at La Ciotat,1897,['Documentary']
177,/kaggle/input/2024-dl-final/train/177.jpg,/kaggle/input/2024-dl-final/train_w2v/177.npy,The Fisher King,1991,"['Comedy', 'Drama']"
178,/kaggle/input/2024-dl-final/train/178.jpg,/kaggle/input/2024-dl-final/train_w2v/178.npy,Blown Away,1994,['Action']
211,/kaggle/input/2024-dl-final/train/211.jpg,/kaggle/input/2024-dl-final/train_w2v/211.npy,Berlin is in Germany,2001,"['Comedy', 'Drama']"
215,/kaggle/input/2024-dl-final/train/215.jpg,/kaggle/input/2024-dl-final/train_w2v/215.npy,Saw II,2005,['Horror']
216,/kaggle/input/2024-dl-final/train/216.jpg,/kaggle/input/2024-dl-final/train_w2v/216.npy,Ali: Fear Eats the Soul,1974,"['Drama', 'Romance']"
228,/kaggle/input/2024-dl-final/train/228.jpg,/kaggle/input/2024-dl-final/train_w2v/228.npy,"Blue Angel, The ",1930,['Drama']
231,/kaggle/input/2024-dl-final/train/231.jpg,/kaggle/input/2024-dl-final/train_w2v/231.npy,Syriana,2005,"['Drama', 'Thriller']"
236,/kaggle/input/2024-dl-final/train/236.jpg,/kaggle/input/2024-dl-final/train_w2v/236.npy,Muriel's Wedding,1994,"['Comedy', 'Drama', 'Romance']"
248,/kaggle/input/2024-dl-final/train/248.jpg,/kaggle/input/2024-dl-final/train_w2v/248.npy,Pocketful of Miracles,1961,"['Comedy', 'Drama']"
255,/kaggle/input/2024-dl-final/train/255.jpg,/kaggle/input/2024-dl-final/train_w2v/255.npy,Stolen Kisses,1968,"['Comedy', 'Drama', 'Romance']"
258,/kaggle/input/2024-dl-final/train/258.jpg,/kaggle/input/2024-dl-final/train_w2v/258.npy,Bed and Board,1970,"['Comedy', 'Drama']"
259,/kaggle/input/2024-dl-final/train/259.jpg,/kaggle/input/2024-dl-final/train_w2v/259.npy,Love on the Run,1979,"['Comedy', 'Drama', 'Romance']"
261,/kaggle/input/2024-dl-final/train/261.jpg,/kaggle/input/2024-dl-final/train_w2v/261.npy,Cat on a Hot Tin Roof,1958,['Drama']
262,/kaggle/input/2024-dl-final/train/262.jpg,/kaggle/input/2024-dl-final/train_w2v/262.npy,The King of Comedy,1982,"['Drama', 'Comedy']"
265,/kaggle/input/2024-dl-final/train/265.jpg,/kaggle/input/2024-dl-final/train_w2v/265.npy,Lili Marleen,1981,"['Drama', 'Romance']"
276,/kaggle/input/2024-dl-final/train/276.jpg,/kaggle/input/2024-dl-final/train_w2v/276.npy,The Edukators,2004,"['Drama', 'Comedy']"
287,/kaggle/input/2024-dl-final/train/287.jpg,/kaggle/input/2024-dl-final/train_w2v/287.npy,Bull Durham,1988,"['Comedy', 'Romance']"
290,/kaggle/input/2024-dl-final/train/290.jpg,/kaggle/input/2024-dl-final/train_w2v/290.npy,Barton Fink,1991,"['Comedy', 'Drama']"
309,/kaggle/input/2024-dl-final/train/309.jpg,/kaggle/input/2024-dl-final/train_w2v/309.npy,The Celebration,1998,['Drama']
313,/kaggle/input/2024-dl-final/train/313.jpg,/kaggle/input/2024-dl-final/train_w2v/313.npy,Snow Cake,2006,"['Romance', 'Drama']"
338,/kaggle/input/2024-dl-final/train/338.jpg,/kaggle/input/2024-dl-final/train_w2v/338.npy,"Good Bye, Lenin!",2003,"['Comedy', 'Drama']"
339,/kaggle/input/2024-dl-final/train/339.jpg,/kaggle/input/2024-dl-final/train_w2v/339.npy,Night on Earth,1991,"['Comedy', 'Drama']"
342,/kaggle/input/2024-dl-final/train/342.jpg,/kaggle/input/2024-dl-final/train_w2v/342.npy,Summer Storm,2004,"['Comedy', 'Drama']"
343,/kaggle/input/2024-dl-final/train/343.jpg,/kaggle/input/2024-dl-final/train_w2v/343.npy,Harold and Maude,1971,"['Comedy', 'Drama', 'Romance']"
346,/kaggle/input/2024-dl-final/train/346.jpg,/kaggle/input/2024-dl-final/train_w2v/346.npy,Seven Samurai,1954,"['Action', 'Drama']"
377,/kaggle/input/2024-dl-final/train/377.jpg,/kaggle/input/2024-dl-final/train_w2v/377.npy,A Nightmare on Elm Street,1984,['Horror']
392,/kaggle/input/2024-dl-final/train/392.jpg,/kaggle/input/2024-dl-final/train_w2v/392.npy,Chocolat,2000,"['Comedy', 'Drama', 'Romance']"
401,/kaggle/input/2024-dl-final/train/401.jpg,/kaggle/input/2024-dl-final/train_w2v/401.npy,Garden State,2004,"['Comedy', 'Drama', 'Romance']"
427,/kaggle/input/2024-dl-final/train/427.jpg,/kaggle/input/2024-dl-final/train_w2v/427.npy,Mon Oncle,1958,['Comedy']
441,/kaggle/input/2024-dl-final/train/441.jpg,/kaggle/input/2024-dl-final/train_w2v/441.npy,Human Nature,2001,"['Drama', 'Comedy']"
442,/kaggle/input/2024-dl-final/train/442.jpg,/kaggle/input/2024-dl-final/train_w2v/442.npy,Popular Music,2004,"['Comedy', 'Drama']"
452,/kaggle/input/2024-dl-final/train/452.jpg,/kaggle/input/2024-dl-final/train_w2v/452.npy,The Idiots,1998,"['Drama', 'Comedy']"
453,/kaggle/input/2024-dl-final/train/453.jpg,/kaggle/input/2024-dl-final/train_w2v/453.npy,A Beautiful Mind,2001,"['Drama', 'Romance']"
454,/kaggle/input/2024-dl-final/train/454.jpg,/kaggle/input/2024-dl-final/train_w2v/454.npy,Romeo + Juliet,1996,"['Drama', 'Romance']"
455,/kaggle/input/2024-dl-final/train/455.jpg,/kaggle/input/2024-dl-final/train_w2v/455.npy,Bend It Like Beckham,2002,"['Comedy', 'Drama', 'Romance']"
457,/kaggle/input/2024-dl-final/train/457.jpg,/kaggle/input/2024-dl-final/train_w2v/457.npy,Sissi,1955,"['Comedy', 'Drama', 'Romance']"
460,/kaggle/input/2024-dl-final/train/460.jpg,/kaggle/input/2024-dl-final/train_w2v/460.npy,Go for Zucker,2004,['Comedy']
469,/kaggle/input/2024-dl-final/train/469.jpg,/kaggle/input/2024-dl-final/train_w2v/469.npy,Stranger Than Paradise,1984,"['Comedy', 'Drama']"
480,/kaggle/input/2024-dl-final/train/480.jpg,/kaggle/input/2024-dl-final/train_w2v/480.npy,Monsoon Wedding,2001,"['Comedy', 'Drama', 'Romance']"
496,/kaggle/input/2024-dl-final/train/496.jpg,/kaggle/input/2024-dl-final/train_w2v/496.npy,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,['Comedy']
510,/kaggle/input/2024-dl-final/train/510.jpg,/kaggle/input/2024-dl-final/train_w2v/510.npy,One Flew Over the Cuckoo's Nest,1975,['Drama']
552,/kaggle/input/2024-dl-final/train/552.jpg,/kaggle/input/2024-dl-final/train_w2v/552.npy,Bread and Tulips,2000,"['Comedy', 'Romance']"
571,/kaggle/input/2024-dl-final/train/571.jpg,/kaggle/input/2024-dl-final/train_w2v/571.npy,The Birds,1963,['Horror']
575,/kaggle/input/2024-dl-final/train/575.jpg,/kaggle/input/2024-dl-final/train_w2v/575.npy,The Experiment,2001,"['Drama', 'Thriller']"
579,/kaggle/input/2024-dl-final/train/579.jpg,/kaggle/input/2024-dl-final/train_w2v/579.npy,Jaws 2,1978,"['Horror', 'Thriller']"
582,/kaggle/input/2024-dl-final/train/582.jpg,/kaggle/input/2024-dl-final/train_w2v/582.npy,The Lives of Others,2006,"['Drama', 'Thriller']"
583,/kaggle/input/2024-dl-final/train/583.jpg,/kaggle/input/2024-dl-final/train_w2v/583.npy,Life of Brian,1979,['Comedy']
586,/kaggle/input/2024-dl-final/train/586.jpg,/kaggle/input/2024-dl-final/train_w2v/586.npy,Wag the Dog,1997,"['Comedy', 'Drama']"
597,/kaggle/input/2024-dl-final/train/597.jpg,/kaggle/input/2024-dl-final/train_w2v/597.npy,Titanic,1997,"['Drama', 'Romance']"
609,/kaggle/input/2024-dl-final/train/609.jpg,/kaggle/input/2024-dl-final/train_w2v/609.npy,Poltergeist,1982,['Horror']
637,/kaggle/input/2024-dl-final/train/637.jpg,/kaggle/input/2024-dl-final/train_w2v/637.npy,Life Is Beautiful,1997,"['Comedy', 'Drama']"
669,/kaggle/input/2024-dl-final/train/669.jpg,/kaggle/input/2024-dl-final/train_w2v/669.npy,Nanook of the North,1922,['Documentary']
677,/kaggle/input/2024-dl-final/train/677.jpg,/kaggle/input/2024-dl-final/train_w2v/677.npy,Olympia Part One: Festival of the Nations ,1938,['Documentary']
693,/kaggle/input/2024-dl-final/train/693.jpg,/kaggle/input/2024-dl-final/train_w2v/693.npy,Meet the Fockers,2004,"['Comedy', 'Romance']"
694,/kaggle/input/2024-dl-final/train/694.jpg,/kaggle/input/2024-dl-final/train_w2v/694.npy,The Shining,1980,"['Horror', 'Thriller']"
695,/kaggle/input/2024-dl-final/train/695.jpg,/kaggle/input/2024-dl-final/train_w2v/695.npy,Short Cuts,1993,"['Drama', 'Comedy']"
696,/kaggle/input/2024-dl-final/train/696.jpg,/kaggle/input/2024-dl-final/train_w2v/696.npy,Manhattan,1979,"['Comedy', 'Drama', 'Romance']"
712,/kaggle/input/2024-dl-final/train/712.jpg,/kaggle/input/2024-dl-final/train_w2v/712.npy,Four Weddings and a Funeral,1994,"['Comedy', 'Drama', 'Romance']"
713,/kaggle/input/2024-dl-final/train/713.jpg,/kaggle/input/2024-dl-final/train_w2v/713.npy,The Piano,1993,"['Drama', 'Romance']"
759,/kaggle/input/2024-dl-final/train/759.jpg,/kaggle/input/2024-dl-final/train_w2v/759.npy,Gentlemen Prefer Blondes,1953,"['Comedy', 'Romance']"
764,/kaggle/input/2024-dl-final/train/764.jpg,/kaggle/input/2024-dl-final/train_w2v/764.npy,The Evil Dead,1981,['Horror']
774,/kaggle/input/2024-dl-final/train/774.jpg,/kaggle/input/2024-dl-final/train_w2v/774.npy,Employees Leaving the Lumière Factory ,1895,['Documentary']
779,/kaggle/input/2024-dl-final/train/779.jpg,/kaggle/input/2024-dl-final/train_w2v/779.npy,Vampyr,1932,['Horror']
781,/kaggle/input/2024-dl-final/train/781.jpg,/kaggle/input/2024-dl-final/train_w2v/781.npy,Wintersleepers,1997,"['Drama', 'Romance']"
791,/kaggle/input/2024-dl-final/train/791.jpg,/kaggle/input/2024-dl-final/train_w2v/791.npy,The Fog,2005,"['Horror', 'Thriller']"
794,/kaggle/input/2024-dl-final/train/794.jpg,/kaggle/input/2024-dl-final/train_w2v/794.npy,The Omen,1976,"['Horror', 'Thriller']"
796,/kaggle/input/2024-dl-final/train/796.jpg,/kaggle/input/2024-dl-final/train_w2v/796.npy,Cruel Intentions,1999,"['Drama', 'Romance']"
806,/kaggle/input/2024-dl-final/train/806.jpg,/kaggle/input/2024-dl-final/train_w2v/806.npy,The Omen,2006,['Horror']
813,/kaggle/input/2024-dl-final/train/813.jpg,/kaggle/input/2024-dl-final/train_w2v/813.npy,Airplane!,1980,['Comedy']
833,/kaggle/input/2024-dl-final/train/833.jpg,/kaggle/input/2024-dl-final/train_w2v/833.npy,Umberto D.,1952,['Drama']
838,/kaggle/input/2024-dl-final/train/838.jpg,/kaggle/input/2024-dl-final/train_w2v/838.npy,American Graffiti,1973,"['Comedy', 'Drama']"
858,/kaggle/input/2024-dl-final/train/858.jpg,/kaggle/input/2024-dl-final/train_w2v/858.npy,Sleepless in Seattle,1993,"['Comedy', 'Drama', 'Romance']"
859,/kaggle/input/2024-dl-final/train/859.jpg,/kaggle/input/2024-dl-final/train_w2v/859.npy,Dangerous Liaisons,1988,"['Drama', 'Romance']"
872,/kaggle/input/2024-dl-final/train/872.jpg,/kaggle/input/2024-dl-final/train_w2v/872.npy,Singin' in the Rain,1952,"['Comedy', 'Romance']"
880,/kaggle/input/2024-dl-final/train/880.jpg,/kaggle/input/2024-dl-final/train_w2v/880.npy,Antonia's Line,1995,"['Drama', 'Comedy']"
883,/kaggle/input/2024-dl-final/train/883.jpg,/kaggle/input/2024-dl-final/train_w2v/883.npy,Coffee and Cigarettes,2003,"['Comedy', 'Drama']"
899,/kaggle/input/2024-dl-final/train/899.jpg,/kaggle/input/2024-dl-final/train_w2v/899.npy,Broken Blossoms or The Yellow Man and the Girl ,1919,"['Drama', 'Romance']"
900,/kaggle/input/2024-dl-final/train/900.jpg,/kaggle/input/2024-dl-final/train_w2v/900.npy,Bringing Up Baby,1938,"['Comedy', 'Romance']"
917,/kaggle/input/2024-dl-final/train/917.jpg,/kaggle/input/2024-dl-final/train_w2v/917.npy,Mother India,1957,['Drama']
918,/kaggle/input/2024-dl-final/train/918.jpg,/kaggle/input/2024-dl-final/train_w2v/918.npy,Blind Date,1987,"['Comedy', 'Romance']"
923,/kaggle/input/2024-dl-final/train/923.jpg,/kaggle/input/2024-dl-final/train_w2v/923.npy,Dawn of the Dead,1978,['Horror']
946,/kaggle/input/2024-dl-final/train/946.jpg,/kaggle/input/2024-dl-final/train_w2v/946.npy,Letter from an Unknown Woman,1948,"['Drama', 'Romance']"
965,/kaggle/input/2024-dl-final/train/965.jpg,/kaggle/input/2024-dl-final/train_w2v/965.npy,"Magnificent Ambersons, The ",1942,"['Drama', 'Romance']"
977,/kaggle/input/2024-dl-final/train/977.jpg,/kaggle/input/2024-dl-final/train_w2v/977.npy,Tabu: A Story of the South Seas,1931,"['Drama', 'Romance']"
981,/kaggle/input/2024-dl-final/train/981.jpg,/kaggle/input/2024-dl-final/train_w2v/981.npy,The Philadelphia Story,1940,"['Comedy', 'Romance']"
988,/kaggle/input/2024-dl-final/train/988.jpg,/kaggle/input/2024-dl-final/train_w2v/988.npy,The China Syndrome,1979,"['Drama', 'Thriller']"
1050,/kaggle/input/2024-dl-final/train/1050.jpg,/kaggle/input/2024-dl-final/train_w2v/1050.npy,Shower,1999,"['Comedy', 'Drama']"
1245,/kaggle/input/2024-dl-final/train/1245.jpg,/kaggle/input/2024-dl-final/train_w2v/1245.npy,The Remains of the Day,1993,"['Drama', 'Romance']"
1256,/kaggle/input/2024-dl-final/train/1256.jpg,/kaggle/input/2024-dl-final/train_w2v/1256.npy,Dead in 3 days,2006,"['Horror', 'Thriller']"
1277,/kaggle/input/2024-dl-final/train/1277.jpg,/kaggle/input/2024-dl-final/train_w2v/1277.npy,Gloomy Sunday,1999,"['Drama', 'Romance']"
1394,/kaggle/input/2024-dl-final/train/1394.jpg,/kaggle/input/2024-dl-final/train_w2v/1394.npy,Nostalgia,1983,"['Drama', 'Romance']"
1405,/kaggle/input/2024-dl-final/train/1405.jpg,/kaggle/input/2024-dl-final/train_w2v/1405.npy,Greed ,1924,['Drama']
1413,/kaggle/input/2024-dl-final/train/1413.jpg,/kaggle/input/2024-dl-final/train_w2v/1413.npy,M. Butterfly,1993,"['Romance', 'Drama']"
1418,/kaggle/input/2024-dl-final/train/1418.jpg,/kaggle/input/2024-dl-final/train_w2v/1418.npy,Take My Eyes,2003,"['Romance', 'Drama']"
1419,/kaggle/input/2024-dl-final/train/1419.jpg,/kaggle/input/2024-dl-final/train_w2v/1419.npy,Vollidiot,2007,"['Comedy', 'Drama']"
1420,/kaggle/input/2024-dl-final/train/1420.jpg,/kaggle/input/2024-dl-final/train_w2v/1420.npy,Breakfast on Pluto,2005,"['Drama', 'Comedy']"
1440,/kaggle/input/2024-dl-final/train/1440.jpg,/kaggle/input/2024-dl-final/train_w2v/1440.npy,Little Children,2006,"['Drama', 'Romance']"
1444,/kaggle/input/2024-dl-final/train/1444.jpg,/kaggle/input/2024-dl-final/train_w2v/1444.npy,Junebug,2005,"['Comedy', 'Drama']"
1482,/kaggle/input/2024-dl-final/train/1482.jpg,/kaggle/input/2024-dl-final/train_w2v/1482.npy,Laws of Gravity,1992,"['Action', 'Drama']"
1488,/kaggle/input/2024-dl-final/train/1488.jpg,/kaggle/input/2024-dl-final/train_w2v/1488.npy,Mongolian Ping Pong,2005,"['Comedy', 'Drama']"
1537,/kaggle/input/2024-dl-final/train/1537.jpg,/kaggle/input/2024-dl-final/train_w2v/1537.npy,Changing Lanes,2002,['Thriller']
1543,/kaggle/input/2024-dl-final/train/1543.jpg,/kaggle/input/2024-dl-final/train_w2v/1543.npy,Emma's Bliss,2006,"['Drama', 'Romance']"
1550,/kaggle/input/2024-dl-final/train/1550.jpg,/kaggle/input/2024-dl-final/train_w2v/1550.npy,Pieces of April,2003,"['Comedy', 'Drama']"
1558,/kaggle/input/2024-dl-final/train/1558.jpg,/kaggle/input/2024-dl-final/train_w2v/1558.npy,Learning to Lie,2003,"['Comedy', 'Drama']"
1567,/kaggle/input/2024-dl-final/train/1567.jpg,/kaggle/input/2024-dl-final/train_w2v/1567.npy,I Stand Alone,1998,"['Drama', 'Thriller']"
1571,/kaggle/input/2024-dl-final/train/1571.jpg,/kaggle/input/2024-dl-final/train_w2v/1571.npy,Live Free or Die Hard,2007,"['Action', 'Thriller']"
1573,/kaggle/input/2024-dl-final/train/1573.jpg,/kaggle/input/2024-dl-final/train_w2v/1573.npy,Die Hard 2,1990,"['Action', 'Thriller']"
1581,/kaggle/input/2024-dl-final/train/1581.jpg,/kaggle/input/2024-dl-final/train_w2v/1581.npy,The Holiday,2006,"['Comedy', 'Romance']"
1587,/kaggle/input/2024-dl-final/train/1587.jpg,/kaggle/input/2024-dl-final/train_w2v/1587.npy,What's Eating Gilbert Grape,1993,"['Romance', 'Drama']"
1590,/kaggle/input/2024-dl-final/train/1590.jpg,/kaggle/input/2024-dl-final/train_w2v/1590.npy,Copying Beethoven,2006,['Drama']
1596,/kaggle/input/2024-dl-final/train/1596.jpg,/kaggle/input/2024-dl-final/train_w2v/1596.npy,Population 436,2006,"['Horror', 'Thriller']"
1597,/kaggle/input/2024-dl-final/train/1597.jpg,/kaggle/input/2024-dl-final/train_w2v/1597.npy,Meet the Parents,2000,"['Comedy', 'Romance']"
1611,/kaggle/input/2024-dl-final/train/1611.jpg,/kaggle/input/2024-dl-final/train_w2v/1611.npy,The Miracle of Bern,2003,"['Drama', 'Comedy']"
1624,/kaggle/input/2024-dl-final/train/1624.jpg,/kaggle/input/2024-dl-final/train_w2v/1624.npy,Liar Liar,1997,['Comedy']
1629,/kaggle/input/2024-dl-final/train/1629.jpg,/kaggle/input/2024-dl-final/train_w2v/1629.npy,La Chinoise,1967,"['Comedy', 'Drama']"
